"id","linked_id","summary","description","status","url","sha","created","merged","labels"
2173,2393,"Unify storage class declarations in plugins","The sixth step after !2376 towards making storage-class declarations follow the Graphviz ""standard"" as described in https://gitlab.com/graphviz/graphviz/-/issues/2058#note_678679545.

The previous steps were !2378, !2380, !2386, !2389 & !2390.

Related to, but not necessary for #2058.

Towards https://gitlab.com/graphviz/graphviz/-/issues/2173.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2393","f43f461bb78ea52aabe2deb5d2dea7d433488e31","2022-01-10 00:09:14.981-05","2022-01-10T22:49:04.889Z","[]"
2185,2463,"various test cases for #2185","Some things based on discussion on #2185.

CC @truenorth, @steveroush","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2463","fd7dfdf876c447339ae306829917fee830711127","2022-02-20 00:02:56.493-05","2022-02-24T07:08:26.484Z","[]"
1772,1483,"Drive all tests from pytest","Resolves https://gitlab.com/graphviz/graphviz/-/issues/1772

* Uses `python3 -m pytest --junitxml=report.xml tests rtest` to drive all tests on all platforms.
* Use of `ctest` has been removed, but all existing `CMake` test code is left untouched (but is not complete and no longer regression tested).
* Tests that currently do not run on some platforms/build variants are skipped in the test case itself with a specified `reason` including a bug reference. Also `FIXME` comments explains this.
* The `CMake` `Debug` builds now also produces an `.exe` installer like the `Release` builds and testing has been enabled for them.

This means that new pytest tests added under `tests` or `rtest` will automatically run in CI on all platforms. While this is highly desirable, it may pose problems for developers without access to certain platforms. In this case one solution can be to add skipping of the test for a specific platform and file an issue about it.

While this MR is complete with respect to the `master` that it is based on, it should be rebased on the current master before merge and adaption of newly introduced tests may be necessary to be able to run them on all platforms. Hence the WIP.

Known new tests that have been introduced or will be introduced in master and may need adaption:

* ~~https://gitlab.com/graphviz/graphviz/-/merge_requests/1472~~ (reverted from master after merge and replaced by https://gitlab.com/graphviz/graphviz/-/merge_requests/1484)
* ~~https://gitlab.com/graphviz/graphviz/-/merge_requests/1460~~ (incorporated and adapted)
* ~~https://gitlab.com/graphviz/graphviz/-/merge_requests/1484~~ (incorporated and adapted)","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1483","e706cea6e53bc8f0eef81d577a8dd7c242b6fc32","2020-07-28 00:06:23.699-04","2020-07-31T22:34:23.071Z","[]"
1726,1393,"Fix mode=hier in neato","Fixes https://gitlab.com/graphviz/graphviz/-/issues/1726.

The bug was introduced in 443592f1e8950df88f6df9c71b60667c9ad98006","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1393","cad84d27c75bb900e3224ca27723b106860d9f56","2020-06-02 00:04:37.107-04","2020-06-05T09:09:22.020Z","[]"
1707,1350,"fix out-of-bounds access with labels involving \","The following input would result in entering these loops with str == ""\"":

```dot
digraph structs {
node [shape=record];
struct1 [shape=record,label=""<f0> left|<f1> mid\ dle|<f2> right""];
struct2 [shape=record,label=""<f0> one| two""];
struct3 [shape=record,label=""hello\nworld |{ b |{c|<h\re> d|e}| f}| g | h""];
struct1 -> struct2;
struct1 -> struct3;
}
```

This would result in iterating past the end of the array. As reported by
@le3d1ng. Closes #1699.

----

After this there are still some remaining memory leaks but these seem secondary:

```sh
$ ./cmd/dot/dot ./heapBof
digraph structs {
        graph [bb=""0,0,246.15,148.4""];
        node [label=""\N"",
                shape=record
        ];
        struct1 [height=0.51389,
                label=""<f0> left|<f1> mid\ dle|<f2> right"",
                pos=""102.61,129.9"",
                rects=""34.864,111.9,69.52,147.9 69.52,111.9,127.91,147.9 127.91,111.9,170.35,147.9"",
                width=1.8817];
        struct2 [height=0.51389,
                label=""<f0> one| two"",
                pos=""36.606,37.7"",
                rects=""0,19.7,36.215,55.7 36.215,19.7,73.212,55.7"",
                width=1.0168];
        struct1 -> struct2      [pos=""e,49.068,55.732 89.88,111.51 80.048,98.071 66.295,79.275 55.226,64.147""];
        struct3 [height=1.0472,
                label=""hello\nworld |{ b |{c|<h\re> d|e}| f}| g | h"",
                pos=""168.61,37.7"",
                rects=""91.062,0.5,139.72,74.9 139.72,50.1,200.15,74.9 139.72,25.3,161.93,50.1 161.93,25.3,177.93,50.1 177.93,25.3,200.15,50.1 139.72,0.5,\
200.15,25.3 200.15,0.5,223.15,74.9 223.15,0.5,246.15,74.9"",
                width=2.154];
        struct1 -> struct3      [pos=""e,141.99,75.079 115.33,111.51 121.24,103.43 128.57,93.414 135.88,83.423""];
}

=================================================================
==4701==ERROR: LeakSanitizer: detected memory leaks

Direct leak of 2100 byte(s) in 1 object(s) allocated from:
    #0 0x7fb59947d330 in __interceptor_malloc (/lib/x86_64-linux-gnu/libasan.so.5+0xe9330)
    #1 0x7fb5991d7c12 in gmalloc /home/matthew/graphviz/lib/common/memory.c:47
    #2 0x7fb599194dbf in gvconfig /home/matthew/graphviz/lib/gvc/gvconfig.c:542
    #3 0x7fb59919aed5 in gvContextPlugins /home/matthew/graphviz/lib/gvc/gvc.c:42
    #4 0x556ba142f74c in main /home/matthew/graphviz/cmd/dot/dot.c:100
    #5 0x7fb598f3009a in __libc_start_main ../csu/libc-start.c:308

Direct leak of 44 byte(s) in 8 object(s) allocated from:
    #0 0x7fb5993ce810 in strdup (/lib/x86_64-linux-gnu/libasan.so.5+0x3a810)
    #1 0x7fb59925961e in parse_reclbl /home/matthew/graphviz/lib/common/shapes.c:3313
    #2 0x7fb59925b70e in record_init /home/matthew/graphviz/lib/common/shapes.c:3553
    #3 0x7fb599268311 in common_init_node /home/matthew/graphviz/lib/common/utils.c:653
    #4 0x7fb596386959 in dot_init_node /home/matthew/graphviz/lib/dotgen/dotinit.c:40
    #5 0x7fb596387461 in dot_init_node_edge /home/matthew/graphviz/lib/dotgen/dotinit.c:81
    #6 0x7fb596388ed0 in dotLayout /home/matthew/graphviz/lib/dotgen/dotinit.c:308
    #7 0x7fb59638a62d in doDot /home/matthew/graphviz/lib/dotgen/dotinit.c:463
    #8 0x7fb59638ac08 in dot_layout /home/matthew/graphviz/lib/dotgen/dotinit.c:509
    #9 0x7fb59918478c in gvLayoutJobs /home/matthew/graphviz/lib/gvc/gvlayout.c:85
    #10 0x556ba142f960 in main /home/matthew/graphviz/cmd/dot/dot.c:132
    #11 0x7fb598f3009a in __libc_start_main ../csu/libc-start.c:308

Direct leak of 6 byte(s) in 3 object(s) allocated from:
    #0 0x7fb5993ce810 in strdup (/lib/x86_64-linux-gnu/libasan.so.5+0x3a810)
    #1 0x7fb59925961e in parse_reclbl /home/matthew/graphviz/lib/common/shapes.c:3313
    #2 0x7fb5992592b4 in parse_reclbl /home/matthew/graphviz/lib/common/shapes.c:3291
    #3 0x7fb5992592b4 in parse_reclbl /home/matthew/graphviz/lib/common/shapes.c:3291
    #4 0x7fb59925b70e in record_init /home/matthew/graphviz/lib/common/shapes.c:3553
    #5 0x7fb599268311 in common_init_node /home/matthew/graphviz/lib/common/utils.c:653
    #6 0x7fb596386959 in dot_init_node /home/matthew/graphviz/lib/dotgen/dotinit.c:40
    #7 0x7fb596387461 in dot_init_node_edge /home/matthew/graphviz/lib/dotgen/dotinit.c:81
    #8 0x7fb596388ed0 in dotLayout /home/matthew/graphviz/lib/dotgen/dotinit.c:308
    #9 0x7fb59638a62d in doDot /home/matthew/graphviz/lib/dotgen/dotinit.c:463
    #10 0x7fb59638ac08 in dot_layout /home/matthew/graphviz/lib/dotgen/dotinit.c:509
    #11 0x7fb59918478c in gvLayoutJobs /home/matthew/graphviz/lib/gvc/gvlayout.c:85
    #12 0x556ba142f960 in main /home/matthew/graphviz/cmd/dot/dot.c:132
    #13 0x7fb598f3009a in __libc_start_main ../csu/libc-start.c:308

Direct leak of 4 byte(s) in 2 object(s) allocated from:
    #0 0x7fb5993ce810 in strdup (/lib/x86_64-linux-gnu/libasan.so.5+0x3a810)
    #1 0x7fb59925961e in parse_reclbl /home/matthew/graphviz/lib/common/shapes.c:3313
    #2 0x7fb5992592b4 in parse_reclbl /home/matthew/graphviz/lib/common/shapes.c:3291
    #3 0x7fb59925b70e in record_init /home/matthew/graphviz/lib/common/shapes.c:3553
    #4 0x7fb599268311 in common_init_node /home/matthew/graphviz/lib/common/utils.c:653
    #5 0x7fb596386959 in dot_init_node /home/matthew/graphviz/lib/dotgen/dotinit.c:40
    #6 0x7fb596387461 in dot_init_node_edge /home/matthew/graphviz/lib/dotgen/dotinit.c:81
    #7 0x7fb596388ed0 in dotLayout /home/matthew/graphviz/lib/dotgen/dotinit.c:308
    #8 0x7fb59638a62d in doDot /home/matthew/graphviz/lib/dotgen/dotinit.c:463
    #9 0x7fb59638ac08 in dot_layout /home/matthew/graphviz/lib/dotgen/dotinit.c:509
    #10 0x7fb59918478c in gvLayoutJobs /home/matthew/graphviz/lib/gvc/gvlayout.c:85
    #11 0x556ba142f960 in main /home/matthew/graphviz/cmd/dot/dot.c:132
    #12 0x7fb598f3009a in __libc_start_main ../csu/libc-start.c:308

SUMMARY: AddressSanitizer: 2154 byte(s) leaked in 14 allocation(s).
```

I can't seem to test this because the test suite doesn't run in my config:

```sh
$ make check
...
Making check in rtest
make[2]: Entering directory '/home/matthew/graphviz/rtest'
make[2]: *** No rule to make target '../contrib/diffimg/diffimg', needed by 'check'.  Stop.
make[2]: Leaving directory '/home/matthew/graphviz/rtest'
make[1]: *** [Makefile:835: check-recursive] Error 1
make[1]: Leaving directory '/home/matthew/graphviz'
make: *** [Makefile:1130: check] Error 2
```

This is with the same `--enable-perl=no --enable-tcl=no` options I was using in #1707.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1350","cfd8364842fb0492e7d76e90de7cb6b607535999","2020-05-08 00:01:27.535-04","2020-05-15T12:24:10.948Z","[]"
1854,2083,"flip Smyrna default to disabled in the Autotools build system","This is step 1 of a 4 step plan to remove Smyrna:¹

  1. Default it to disabled.
  2. Disable it in CI jobs that build release artifacts.
  3. Remove build system support.
  4. Remove Smyrna code.

The current plan is to have ≥1 release in between each of these steps. This
should make backing out these steps straightforward if compelling reasons for
continuing to support Smyrna emerge.

The present change only affects users who build Smyrna using the Autotools build
system on Linux. Other environments are unaffected:

  - CMake build system: no support for building Smyrna (#1836).
  - macOS: Smyrna is disabled (#1854).
  - Windows: Smyrna is built but seems unusable (#1829).

Related, Smyrna is also not currently built on CentOS (#1834).

¹ https://gitlab.com/graphviz/graphviz/-/issues/1834#note_576332436","closed","https://gitlab.com/graphviz/graphviz/-/merge_requests/2083","3b56e37a7850b9d7493af51979762fa9bf1e6583","2021-08-03 00:01:49.855-04","","[]"
1242,1566,"disambiguate #includes (2/5)","Following !1555, this is part 2 of the series towards #1242 and #1785.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1566","c35653d9a0eda7084dedbf95da0e2388c24e9dca","2020-09-10 00:05:24.163-04","2020-09-16T14:41:34.380Z","[]"
975,1456,"clean up unused parts of vmalloc","These changes fix #975 and #1424, as well as being a step on the way to fixing #1603 and #1757. A number of unused modes are removed, simplifying this significantly in preparation for delegating to the system allocator (`malloc`). Moving towards simply calling `malloc` to back vmalloc is roughly the approach @markhnsn suggested on [the forum discussion](https://forum.graphviz.org/t/some-vmalloc-questions/124). I've attempted to do these changes in a fine grained way. Though the diff is large, there's nothing particularly complicated going on. Hopefully each commit is comprehensible in isolation.

I'll merge this on 2020-07-11 if I don't hear objections.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1456","34830836f4753e590685f5ce1f95ff9624bda4ad","2020-07-06 00:08:40.766-04","2020-07-11T17:36:15.850Z","[]"
372,2780,"Extend the SVG analyzer with basic SVG re-creation","This MR is the first in a series of MRs extracted from !2702. It lays the foundation for extending the SVG analyzer to understand Graphviz concepts, although the actual awareness of Graphviz graphs, nodes and edges will be added in an upcoming MR to avoid making this MR larger than it already is. Other MRs will extend the functionality further, create a test case for node and edge overlap and fixes for these overlaps.

Towards #372.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2780","66b0217fe50226ce0e62e312e493c2da736ac66e","2022-08-03 00:07:28.847-04","2022-08-16T11:16:18.342Z","[]"
1992,1801,"Cleanup config_python.py","- apply main convention
- use argparse instead of sys.argv
- There was no shebang, so using python3 should be compatible","closed","https://gitlab.com/graphviz/graphviz/-/merge_requests/1801","34d14bf93fca92660285323197cc893f837d6b72","2021-02-27 00:09:33.783-05","","[]"
163,1586,"drop explicit libstdc++ references, allowing linking with libc++","Fixes #163.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1586","ed155274912f3eded8833ae644625e6017637634","2020-09-21 00:09:12.506-04","2020-09-27T02:17:40.305Z","[]"
1796,1535,"fix macOS lexer compilation","@truenorth, does this solve your problems from !1523?

----

Commits 3b00c1fc6b949cc9744d075e0d2b2ed4b1c46763 and
5162bfe8e72624ef7988b217e289476325365810 removed find-and-replace of an isatty
string, which exposed the following compilation error on macOS:

```
  [ 69%] Building C object lib/cgraph/CMakeFiles/cgraph.dir/grammar.c.o
  [ 70%] Building C object lib/cgraph/CMakeFiles/cgraph.dir/scan.c.o
  /Users/north/src/graphviz/build/lib/cgraph/scan.c:1706:12: error: expected
        identifier or '('
  extern int isatty (int );
             ^
  scan.l:44:19: note: expanded from macro 'isatty'
  #define isatty(x) 0
                    ^
  1 error generated.
  make[2]: *** [lib/cgraph/CMakeFiles/cgraph.dir/scan.c.o] Error 1
  make[1]: *** [lib/cgraph/CMakeFiles/cgraph.dir/all] Error 2
  make: *** [all] Error 2
```

which conveniently explained why this find-and-replace had existed in the first
place. Rather than reverting this, the present change uses a more principled way
of instructing Flex not to call isatty().

This reverts 40a5a33ac76e4d3d22662fd51e7c0e1d2be3100b. Related to #1796, !1522,
!1523.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1535","429718cb387092b5bf81850ac97d18ca34149055","2020-08-22 00:01:20.796-04","2020-08-23T18:11:45.589Z","[]"
1687,1335,"XML-escape xlink:href attribute in SVG","Fixes https://gitlab.com/graphviz/graphviz/-/issues/1687","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1335","e2b87beb0732c170f543dd031dbda4ad8e11bbcc","2020-03-29 00:02:34.884-04","2020-03-30T17:33:19.700Z","[]"
2361,3128,"fix: anticipate non-normal edges when constructing ortho splines","When `splines=ortho` and `concentrate=true` were used in combination, scenarios
could occur when spline construction would dereference a null pointer. The root
cause was the logic touched in this change, that attempted to reverse an edge
back to its originating copy, while assuming that the originator was `NORMAL`.

As implied by 2c07d238d7badf47879cbe98837ef658276f515f and
84e468e775e1d1b293624f1c8e70c226eb4a6e41 on which this change is based, there
are almost certainly further remaining problematic `ED_edge_type` loops in the
code base.

Gitlab: fixes #2361<br/>
Reported-by: forum user jmetz","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/3128","411d067a8d0dc1afa104ea1bebc949ff004d3e25","2023-03-23 00:00:12.693-04","2023-03-27T03:01:19.593Z","[]"
1838,2947,"CMake: fix: teach 'gvpack' how to find plugins at run time","Because `gvpack` links against the plugins as libraries rather than loading them
on demand, the dynamic linker needs to be able to locate the plugin libraries at
run time.

I am not sure if these changes work correctly on macOS. We may want to push this branch into the main repo to get macOS CI pre-merge.

@yarda, this goes against your suggestion of not using rpath. But this was the least invasive way I could see of dealing with this problem. Please let me know if you have a better suggestion.

@StefanBruens, you may have thoughts about this change too.

CC: Jaroslav Škarvada &lt;jskarvad@redhat.com&gt;<br/>
Gitlab: fixes #1838<br/>
Red Hat: fixes https://bugzilla.redhat.com/show_bug.cgi?id=1838679","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2947","315c1cf5243ee5d237f14cf81dd4800cd9852959","2022-11-12 00:07:47.32-05","2022-11-19T03:57:44.084Z","[]"
2058,2061,"Replace redefinition of extern","Redefinition of `extern` made it much harder to understand the code.

This MR replaces this redefinition by instead defining macros that are named after the file in which they are used or, in one case, removes a useless redefinition. It's meant to be a non-functional change. No other changes other than those needed to avoid redefining `extern` has been made.

A baby step towards #2058.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2061","ef5fa2b8ec4cc61aac7350bad93da9a4ac3de32e","2021-07-20 00:08:18.164-04","2021-07-21T17:19:56.250Z","[]"
1801,1615,"remove some use of setjmp/longjmp","More work towards #1801. This also squashes some compiler warnings along the way.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1615","4fa7b8719670d4fa089c2cf3d38ee1c87b841cde","2020-10-12 00:00:21.19-04","2020-10-20T02:10:37.454Z","[]"
2195,2450,"fix or avoid some warnings","","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2450","287318ef6458a4c89291d39797eadef3c7991ef8","2022-02-16 00:00:06.794-05","2022-03-01T16:25:27Z","[]"
1734,1428,"fix building of blank PDFs for manpages","This is a fix of #1734 as well as some other Makefile cleanup. Note that this patch series renames the output file prune.pdf to prune.1.pdf, to be consistent with other manpage PDFs. I'll merge this on 2020-06-19 if I don't hear any objections.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1428","74f181aa9d9ee519cd2444267850038c90056329","2020-06-13 00:02:44.932-04","2020-06-20T00:27:52.066Z","[]"
2058,2348,"Remove useless exporting of symbols in gvc.def file","The is the first minor steps towards removing the `gvc.def` file.

The symbols removed in this MR already have correct storage-class attributes in their header files.

Towards #2058.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2348","8eeba1d5a854d97c6ce8fb4ccf2cbee095f25845","2021-12-19 00:01:31.951-05","2021-12-20T09:16:52.057Z","[]"
2102,2127,"More linking cleanup","Inspired by https://gitlab.com/graphviz/graphviz/-/merge_requests/2107#note_659379789. Similar to !2116, !2123 and !2124.

Implicitly towards #2102.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2127","358dfd9bbea3d63db6db7a207476a5de154cd8d0","2021-08-30 00:01:31.772-04","2021-08-30T16:41:20.390Z","[]"
205,1760,"fix multiple definitions of CDT variables under MinGW on Windows","Building with MinGW on Windows resulted in lots of build errors of the form:

  …/x86_64-w64-mingw32/bin/ld.exe: CMakeFiles\cdt.dir/objects.a(dtdisc.c.obj):
    dtdisc.c:(.bss+0x0): multiple definition of `Dtset';
    CMakeFiles\cdt.dir/objects.a(dtclose.c.obj):dtclose.c:(.bss+0x0): first
    defined here

The problem is that this environment defines `_WIN32`, so it sees the `__declspec`
alternatives for `CDT_API` in cdt.h. This is fine as GCC understands `__declspec`,
but it results in variable declarations in this header then missing the `extern`
qualifier. GCC’s semantics, in contrast to MSVC, interpret this as a definition
rather than a declaration.

The solution here is to *always* apply `extern` to these declarations, as MSVC is
happy with this as well. This is only addressing the immediate cause, and not
the longer term issue that `__declspec(dllexport)` and `__declspec(dllimport)` in a
Windows build should really be mapped to `__attribute__((visibility(""default"")))`
and `__attribute__((visibility(""hidden"")))` in a non-Windows build, not to `extern`.

Fixes #1940. Thanks to @Synoecium and @swaldhoer for guidance on this fix.

----

@synoecium, @swaldhoer, do you have a chance to review/test this?","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1760","88ca57327b090c4b0003f07e3bd243c95d7c95a4","2021-02-15 00:04:45.622-05","2021-04-24T16:27:24.371Z","[]"
1998,2066,"remove sfsprintf","Another step on the way to removing sfio. Related to #1998.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2066","1e5d4f9e0059dc2c7edb9e1adc1db7fc9b418a4b","2021-07-22 00:00:15.387-04","2021-07-28T04:43:57.432Z","[]"
2154,2384,"move lib/mingle/nearest_neighbor_graph.c into C++","More progress on #2154.

Windows jobs are all failing because Chocolatey is busted.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2384","b8d23ff68e7d14a6b12dc0b158518157aa005ecf","2022-01-08 00:04:10.533-05","2022-01-11T16:48:50.641Z","[]"
1998,2089,"more steps towards removing sfio","#1998.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2089","c6279f9c073718ea6ef6a4656372efc646dd77ce","2021-08-09 00:04:30.747-04","2021-08-12T15:43:11.631Z","[]"
2058,2036,"Fix ODR violation in lib/ortho","Fixes https://gitlab.com/graphviz/graphviz/-/issues/2096.

Spawned of from https://gitlab.com/graphviz/graphviz/-/merge_requests/2033 after discussions in https://gitlab.com/graphviz/graphviz/-/merge_requests/2033#note_619081872. I haven't dealt with the feedback that I've already gotten on https://gitlab.com/graphviz/graphviz/-/merge_requests/2033, hence this MR is WIP.

Another reason for the WIP is that this MR contains the commits from https://gitlab.com/graphviz/graphviz/-/merge_requests/2035 and should be rebased on the new master when that MR has been merged.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2036","f65f739bf23aa4f491a38631cc8dd5a22251345e","2021-07-06 00:02:52.033-04","2021-07-14T10:05:25.207Z","[]"
1931,1717,"fix: no longer lose \n within quoted strings","9bdd24cae96d01fc6b2a940bc87d27edeb5d84a7 addressed a problem where line number
tracking was not working across new line characters embedded within quoted
strings. However it accidentally unmasked another bug involving a parsing rule
that swallowed new lines which was incorrectly enabled within quoted strings.
Fixes #1931.

CC @robhart","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1717","2150241f101d87a971ef6b4d12b9edb47b3bf174","2021-01-30 00:02:23.485-05","2021-02-05T04:41:47.108Z","[]"
1318,3082,"fix: ignore CPP line directives claiming a line number greater than 'INT_MAX'","When using a C pre-processor line directive with a very large claimed line
number, the computation of the current line would wrap negatively, something
that is undefined behavior with respect to the C standard. This change causes
the lexer to ignore any such directives.

Gitlab: fixes #1318<br/>
Reported-by: Google Autofuzz project","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/3082","40d2faf7b64bf0b9c5301c275cc2c2bdded9b0b4","2023-02-02 00:09:39.687-05","2023-02-13T02:50:22.040Z","[]"
1992,1987,"remove Python 2 support","~~These were copy-pasted from the generic Python support in
32466ecc452102a1fc84f4331c0ed099da4e7edc without noticing that they are unused
in the way Python 2 and 3 detection is written. Related to #1992.~~

Rebased this into a more thorough series that removes dead code and then finally Python 2 support. Note that this is additive wrt !1985. That is, !1985 is removing other Python 2 legacy (though inactive) pieces that are not covered by this MR.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1987","e632785ebda741ae6b394449fc115c2a7c0c7989","2021-06-04 00:01:40.996-04","2021-06-09T03:05:46.619Z","[]"
1808,1489,"fix inconsistent iteration order over subgraphs","This is a second attempt at fixing #1767. There's actually two different issues fixed here:
* use of a potentially stale pointer in the Pango plugin
* subgraph iteration order dependent on heap pointers

This MR involved touching some code I only partially understand, so this could do with a careful review by others.

I'll merge on 2020-08-07 if there are no objections.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1489","14be5169ef49faad0f30cd9d36cdd438e1739f77","2020-08-01 00:07:48.739-04","2020-08-08T02:17:43.737Z","[]"
1883,1684,"Add gvpr to CMake builds","Adds gvpr to CMake builds on all platforms.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1684","8054c4ce7cb480849e9786a82c8140aa9ae7499f","2020-11-22 00:03:17.505-05","2021-02-16T16:01:18.431Z","[]"
1836,2549,"CMake: enable DevIL plugin","Gitlab: #1836","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2549","9a35082b07bf826f27b3c375e9e1b73206ba9f69","2022-04-01 00:08:35.315-04","2022-04-02T16:18:38.008Z","[]"
934,3039,"remove webdot","Gitlab: closes #934, closes #1048, closes #1131","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/3039","55494ef8efc4e7046a0fca57019dab99b8e44ab1","2023-01-05 00:06:07.748-05","2023-01-05T02:50:39.671Z","[]"
1688,90,"Convert index.md to markdown, mostly","Left images and links as raw HTML. Converted the rest though.","merged","https://gitlab.com/graphviz/graphviz.gitlab.io/-/merge_requests/90","84858142e6bc15a6d1bb213665f167592507ff3c","2020-06-03 00:04:06.153-04","2020-06-03T12:05:33.281Z","[]"
1710,3031,"increase stack size on non-Linux platforms to 32MB","This repairs the long chain test after it was previously inadvertently broken. In a 64-bit
address space, 32MB is trivial and we could even adjust this limit higher in
future. Note that this is the reserved size, not the committed size.

Gitlab: closes #1710","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/3031","0dbc370e123c68ea72da8ee2661d5e79a220007f","2023-01-01 00:01:25.049-05","2023-01-01T18:34:20.941Z","[]"
1916,2008,"CMake: when finding Bison, require ≥3.0","Commit 4a13c9598ad3d950a251e5d3e5be8d05c59c6214 make the minimum Bison baseline
3.0. This change teaches CMake ths constraint, so using a version of Bison <3.0
now results in a clearer error during configuration rather than a cryptic
failure during build. Closes #1916.","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2008","c8cd2571b9de64d3ac4c5ec8082821bf13f0e6b9","2021-06-20 00:09:37.41-04","2021-06-26T23:23:34.574Z","[]"
1796,1523,"Remove obsolete and incorrect mangling of yacc output","Removes no longer needed transformation of yacc output for the `autotools` and `CMake` build systems. The `MSBuild` build system didn't have any AFAICT.

This mangling is (no longer?) necessary and some of them was anyway incorrect in that they converted unsigned long to uint_64_t which doesn't exist.

Fixes https://gitlab.com/graphviz/graphviz/-/issues/1796

Replaces https://gitlab.com/graphviz/graphviz/-/merge_requests/1522

Tanks @smattr for helping me stay on the straight and narrow path :innocent:","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/1523","3b00c1fc6b949cc9744d075e0d2b2ed4b1c46763","2020-08-13 00:03:27.239-04","2020-08-18T09:43:25.757Z","[]"
2325,2997,"cgraph: remove 'agxbstart'","I have been doing some investigations into implementing Small String Optimization on `agxbuf` (#2302). Profiling some representative examples indicates this reduces peak memory usage by >50%.

Of the `agxbuf` interface, there are two problematic functions: `agxbstart` and `agxbnext`. Both of these allow acquiring pointers into the internal space of an `agxbuf` with difficult-to-preserve lifetime guarantees. Specifically, any operation that appends more data to the `agxbuf` must conservatively be assumed to invalidate a pointer previously returned from one of these functions. But this is not spelled out in comments or expressed in the type system.

Looking into how these functions are used, each is only called in a single place:
* `agxbnext` is called from `parse_style`. Its use here appears to be buggy (#2325) for exactly the hidden lifetime constraint described above.
* `agxbstart` is used in debug code in a way that is non-essential.

This MR rephrases the `agxbstart` call to avoid it and goes on to remove `agxbstart`. In future, we should do similar work on `agxbnext`.

Gitlab: related to #2325","merged","https://gitlab.com/graphviz/graphviz/-/merge_requests/2997","9a5abdbbfec90edb8d4860b55831f9cf8a3fed90","2022-12-10 00:02:16.32-05","2022-12-14T01:03:05.992Z","[]"
