"id","url","summary","description","type","priority","status","resolution","created","resolved","labels","versions","fixversions","comments"
572,"https://gitlab.com/graphviz/graphviz/-/issues/572","[Dot] dot.exe missing","Ported Issue from Mantis
Original ID: 2045
Reported By: sebbu

SEVERITY: CRITICAL
Submitted: 2011-02-08 07:42:13

OS: X86-WINDOWS-SEVEN

VERSION: 2.27.20110207.0545
## DESCRIPTION

<br>

dot.exe is missing from the file graphviz-bin-2.27.20110207.0545.zip and
so graphviz doesn't run and can't generate graph (we _could_ create
graphs with lneato or some other, if present, but dot is the most
used/useful one).
## ADDITIONAL INFORMATION

[arif]
The reason tthat the zip file do not have all components is that today's windows build failed.
It must be the recent code changes.I am investigating it.",NULL,NULL,"closed",NULL,"2016-07-04 00:00:15-04","2020-07-26 00:07:05.312-04","[]","[]","[]","[]"
573,"https://gitlab.com/graphviz/graphviz/-/issues/573","[Dot] subgraph crash after updating graph, Mac specific","Ported Issue from Mantis
Original ID: 2044
Reported By: Max Keuken

SEVERITY: CRITICAL
Submitted: 2011-02-07 13:42:35

OS: OTHER-OSX-SNOWLEOPARD

VERSION: 2.26
## DESCRIPTION

<br>

When I save my text file to update the edges graphviz crashes.
<br>

The code that seems to cause it is the following:
<br>
## <CD>

```
Pallidum[label = <
   <TABLE BORDER=""0"" CELLBORDER=""1"" CELLSPACING=""10"" CELLPADDING=""8"" >
     <TR>
        <TD ROWSPAN=""3"" PORT=""GPi"">GPi</TD>
        <TD ROWSPAN=""3"" PORT=""GPe"">GPe</TD>
        <TD ROWSPAN=""3"" PORT=""Ventral_Pallidum"">Ventral Pallidum</TD>
      </TR>
    </TABLE>>  ];
```

<br>

```
subgraph clusterBG { Striatum;
                     Substantia_Nigra;
                     Pallidum;
                     Striatuma;
                     STN;
                     [label = ""BG""]
}
```

---

</CD>
It will not crash if I remove the ""Pallidum"" from the subgraph ""clusterBG""
<br>

The file runs fine if a friend of mine runs it on a linux comp (version 2.27).
<br>

So first thought it was a version error and updated to 2.27 for mac but still got the same crash
## ADDITIONAL INFORMATION

[erg]
The input graph is not legal dot. For example, you have
<CD>

```
subgraph clusterBG      {   Striatum;
                    Substantia_Nigra; 
                    Pallidum;
                    Striatuma; 
                    STN; 
                        [label = ""BG""] 
                }
```

</CD>

Assuming the label is meant for the cluster, there shouldn't be
any square brackets around it.

If you run /usr/local/bin/dot on your graph, you'll get error messages,
but apparently the Graphviz.app accepts this.

<A HREF=""b2130a.gv"">Here</A> is a cleaned-up version.

To clarify, are you saying that you start Graphviz.app on your graph,
then use File -> Export, and then the crash occurs?

When I try, using both the original graph and a corrected version,
everything is fine on Leopard, but on Snow Leopard, both cause
Graphviz to crash. However, /usr/local/bin/dot works fine on the
corrected input.

[max]
Hi Emden, for starters thanks for looking into it. Regarding you question, graphviz crashes when it tries to load the .gv file either via export or when it is alreadu open and i save the updated file via text editor. It also crashes when opening the .gv file via the finder.
About the label part, i doubt that that is really the problem since the other three subgraph clusters with a label work fine. Instead of it being something to do with the code it self it seems to be an issue of snowleopard and graphviz interacting.. Since the same code runs on linux and leopard without issues but crashes on two seperate computers bith running snowleopard.
Any other ideas are welcom!

[erg]
I agree about the label, since I get the crash from a graph with correct
syntax. Unfortunately, running /usr/local/bin/dot on the graph works fine,
so I have no idea how to start debugging this. With luck, Glen will be
able to give it a look.
",NULL,NULL,"closed",NULL,"2016-07-04 00:00:31-04",NULL,"[]","[]","[]","[]"
574,"https://gitlab.com/graphviz/graphviz/-/issues/574","[Dot] Crashes after some strange messages: shortest.c: triangulation failed","Ported Issue from Mantis
Original ID: 2041
Reported By: Erik Eidt

SEVERITY: MINOR
Submitted: 2011-02-04 09:09:48

OS: *-WINDOWS-WIN 7

VERSION: 2.27.20110127
## DESCRIPTION

<br>

<A HREF=""b2127.txt"">Error log</A>
## ADDITIONAL INFORMATION

see possible relation with bug 2119 & 2120

[erg]
Yes, our old trouble in init_rank bug.",NULL,NULL,"closed",NULL,"2016-07-04 00:00:47-04","2021-03-21 00:00:22.792-04","[]","[]","[]","[]"
575,"https://gitlab.com/graphviz/graphviz/-/issues/575","[Dot] Graphviz in combination with tiny_mCE","Ported Issue from Mantis
Original ID: 2040
Reported By: Cas Nuy

SEVERITY: MAJOR
Submitted: 2011-02-03 09:11:01

OS: X86-*-
## DESCRIPTION

<br>

We have mantis installed including graphviz.
Now we wanted to include a Wysiwyg editor to have a bit more sophisticated output.
However after loading the javascript, the graphs stop working, no error message but the output is the simple red cross.
I have tried several editors, Xinha Ckeditor Nicedit, all have the same effect.
Any idea what is causing this behaviour?
## ADDITIONAL INFORMATION

[erg] I have no idea, especially because I don't know how graphviz is being integrated into mantis, or
how the wysiwyg editor fits in. If graphviz is hanging, it could be something as simple as a buffer
not being flushed. But any reasonable conjecture would depend on knowing the system architecture.

You will probably have better luck contacting the people doing mantis. 
",NULL,NULL,"closed",NULL,"2016-07-04 00:01:03-04",NULL,"[]","[]","[]","[]"
576,"https://gitlab.com/graphviz/graphviz/-/issues/576","[Dot] Sementation fault using dot","Ported Issue from Mantis
Original ID: 2039
Reported By: Michael Pfeifer

SEVERITY: MAJOR
Submitted: 2011-02-02 15:04:16

OS: *-LINUX-

VERSION: 2.24
## DESCRIPTION

<br>

I have not more information than that I get a sgementation fault running
following command on the attached file..your help is greatly appreciated!
<br>

dot -Tpng a1295974264712a.dot -odot4.png
## ADDITIONAL INFORMATION

[erg] The problem occurs during ranking. I suspect the
warnings given by running dot on <A HREF=""b2125a.gv"">this</A>
small graph are related.
And <A HREF=""b2125b.gv"">here</A>
is a version of the original graph, with all attributes removed except
for rank, and 6 edges removed. This yields our old ""trouble in init_rank""
friend.",NULL,NULL,"closed",NULL,"2016-07-04 00:01:19-04","2021-03-21 00:08:53.993-04","[]","[]","[]","[]"
577,"https://gitlab.com/graphviz/graphviz/-/issues/577","[Dot] Position is ignored in DOT, CIRCO and TWOPI","Ported Issue from Mantis
Original ID: 2038
Reported By: Andrew Richardson

SEVERITY: MINOR
Submitted: 2011-02-02 14:10:27

OS: X86-WINDOWS-XP

VERSION: DOT - GRAPHVIZ VERSION 2.26.3 (20100126.1600)
## DESCRIPTION

Any position ""pos=""x,y!"" is ignored! I can't position certain nodes within the graph at all.
## ADDITIONAL INFORMATION

[erg]
Just to be clear, these algorithms rely on not having any node with a fixed position. It would be a
research project to figure out how to rewrite them to take this into account, or what it even means.",NULL,NULL,"closed",NULL,"2016-07-04 00:01:34-04","2023-01-29 00:06:02.75-05","[]","[]","[]","[]"
578,"https://gitlab.com/graphviz/graphviz/-/issues/578","[Dot] Cannot install Graphviz","Ported Issue from Mantis
Original ID: 2037
Reported By: Jeff Watts

SEVERITY: MINOR
Submitted: 2011-01-28 23:54:09

OS: X86-WINDOWS-XP PRO

VERSION: 2.26.3
## DESCRIPTION

<br>

Installing graphviz-2.26.3.msi on a Dell Vostro with Windows XP Pro,
it made some progress, then the progress bars ran backward.
Installation displayed a message saying it was interrupted.
Program Files/Graphviz2.26 had been removed.
<br>

I tried the workaround, running msiexec.  This did not add anything
in the start menu, and Add/Remove programs did not show Graphviz
as installed.  I could run GVEdit but not dotty.
<br>

Checking dependencies of dot.exe, MSVCR80.dll was missing.
I noticed versions of this were shipped in Graphviz-2.26/Windows,
but apparently not installed successfully.
<br>

Before installing Graphviz, Visual C++ 6.0 was installed,
so older runtime libraries were in Windows/system32, i.e. MSVCR71.dll
",NULL,NULL,"closed",NULL,"2016-07-04 00:01:50-04","2020-06-08 00:06:28.194-04","[]","[]","[]","[]"
579,"https://gitlab.com/graphviz/graphviz/-/issues/579","[Dot] Crashes after Message ""Error: trouble in init_rank""","Ported Issue from Mantis
Original ID: 2035
Reported By: Erik Eidt

SEVERITY: CRITICAL
Submitted: 2011-01-28 02:45:49

OS: X86-WINDOWS-7

VERSION:    6.1.7600.2.0.0.256.1
## DESCRIPTION

<br>

A series of error messages about init rank, followed by an unexpected close of program
<CD>
Error: trouble in init_rank
        virtual 5
        virtual 2
        virtual 2
        virtual 4
        virtual 1
        virtual 2
        virtual 3
        virtual 4
        virtual 2
        virtual 2
        virtual 4
        virtual 1
        271 2
        cluster_272 2
        255 1
        251 1
        virtual 1
        virtual 2
        virtual 1
        cluster_252 1
        261 1
        279 1
        283 1
        287 1
        238 1
        cluster_239 3
        247 3
        virtual 1
        230 1
        cluster_231 1
        258 1
        cluster_226 1
        244 2
        225 2
        virtual 1
        virtual 2
        virtual 1
        virtual 1
        virtual 1
        virtual 1
        virtual 1
        265 2
        virtual 1
        269 2
        virtual 1
        virtual 1
        326 2
<br>

---

FROM 2.27.3:
Problem signature:
  Problem Event Name:   APPCRASH
  Application Name: dot.exe
  Application Version:  0.0.0.0
  Application Timestamp:    4d41d18a
  Fault Module Name:    gvc.dll
  Fault Module Version: 0.0.0.0
  Fault Module Timestamp:   4d41d0f3
  Exception Code:   40000015
  Exception Offset: 0002e964
  OS Version:   6.1.7600.2.0.0.256.1
  Locale ID:    1033
  Additional Information 1: 9c1f
  Additional Information 2: 9c1fa2a5a3a453c06f32fad21cedddbd
  Additional Information 3: f625
  Additional Information 4: f62584185a831032187390bea3b3f92c
<br>

---

FROM 2.26.3:
Problem signature:
  Problem Event Name:   APPCRASH
  Application Name: dot.exe
  Application Version:  0.0.0.0
  Application Timestamp:    4b5ff4d7
  Fault Module Name:    Pathplan.dll
  Fault Module Version: 0.0.0.0
  Fault Module Timestamp:   4b5ff49c
  Exception Code:   40000015
  Exception Offset: 00003c3d
  OS Version:   6.1.7600.2.0.0.256.1
  Locale ID:    1033
  Additional Information 1: ec60
  Additional Information 2: ec60bd944840c5f7806dc683df25836b
  Additional Information 3: ffa5
  Additional Information 4: ffa52667f62f4903c8a34984757dfec2
</CD>
## ADDITIONAL INFORMATION

might be related to other bug i just filed bug with similar message;
sorry this input is much larger;
once again, small changes seem to make either the crash or
both the crash and the error messages go away;
also tested on 2.26.3 with same results.",NULL,NULL,"closed",NULL,"2016-07-04 00:02:06-04","2020-07-04 00:06:14.297-04","[]","[]","[]","[]"
580,"https://gitlab.com/graphviz/graphviz/-/issues/580","[Dot] Message ""Error: trouble in init_rank...""","Ported Issue from Mantis
Original ID: 2034
Reported By: Erik Eidt

SEVERITY: CRITICAL
Submitted: 2011-01-28 02:32:36

OS: X86-WINDOWS-7

VERSION: 2.27.20110127.0545
## DESCRIPTION

<br>

<CD>
Error: trouble in init_rank
        virtual 5
        virtual 2
        virtual 2
        virtual 4
        virtual 1
        virtual 2
        virtual 3
        virtual 4
        virtual 2
        virtual 2
        virtual 4
        virtual 1
        271 2
        cluster_272 2
        255 1
        251 1
        virtual 1
        virtual 2
        virtual 1
        cluster_252 1
        261 1
        279 1
        283 1
        287 1
        238 1
        cluster_239 3
        247 3
        virtual 1
        230 1
        cluster_231 1
        258 1
        cluster_226 1
        244 2
        225 2
        virtual 1
        virtual 2
        virtual 1
        virtual 1
        virtual 1
        virtual 1
        virtual 1
        265 2
        virtual 1
        269 2
        virtual 1
        virtual 1
        326 2
</CD>
## ADDITIONAL INFORMATION

have cut this down as much as i could;
small changes make the error messages go away;
i have another version that crashes after issuing such errors;
will send that along shortly;
have tried on 2.26.3 with same results (same error messages)",NULL,NULL,"closed",NULL,"2016-07-04 00:02:22-04","2020-07-04 00:04:37.749-04","[]","[]","[]","[]"
581,"https://gitlab.com/graphviz/graphviz/-/issues/581","[Dot] cluster and rank causes abort","Ported Issue from Mantis
Original ID: 2033
Reported By: Ben Smith

SEVERITY: MAJOR
Submitted: 2011-01-26 22:47:56

OS: X86-LINUX-FEDORA 12

VERSION: 2.26.3
## DESCRIPTION

<br>

A dot file I'm using works under 2.20.3 but causes ""Aborted (core dumped)""
on 2.26.3.
<br>

I noticed that changing the number of letters in the A_1 record label or
removing the rank changes whether dot crashes or not.
## STEPS TO REPRODUCE

digraph G
{
    A_1:a -> A_2:a;

```
subgraph clusterA
{
    A_1 [shape=record,label=""{<a>AAAAAA|CCC}""];
    A_2 [shape=record,label=""{<a>A|BB}""];

    {rank=same; A_1; A_2;}
}
```

}
## ADDITIONAL INFORMATION

Here's a version of the graph that does not crash:
<CD>
digraph G
{
    A_1:a -> A_2:a;

```
subgraph clusterA
{
    A_1 [shape=record,label=""{<a>AAAA|CCC}""];
    A_2 [shape=record,label=""{<a>A|BB}""];

    {rank=same; A_1; A_2;}
}
```

}
</CD>

<additional_information><![CDATA[

[erg] This doesn't abort on osx but the output is still wrong.
The problem appears to pre-date 2.24.

A workaround to consider is to use HTML-like labels. For example,
<CD>
   A_1 [shape=none,label=<<TABLE BORDER=""0"" CELLBORDER=""1"" CELLSPACING=""0"">
<TR><TD port=""a"">AAAAAA</TD></TR>
<TR><TD>CCC</TD></TR></TABLE>>]
</CD>
Being XML-based, it is not as elegant as the record syntax, but it is more extensible.

[ben]
Thanks for responding to my bug report so quickly.  That works great and forced me to try out the HTML labels, which I now understand the power of.",NULL,NULL,"closed",NULL,"2016-07-04 00:02:38-04","2021-03-21 00:02:14.011-04","[]","[]","[]","[]"
582,"https://gitlab.com/graphviz/graphviz/-/issues/582","[Dotty/Lneato/Lefty] Crashes with this dot file","Ported Issue from Mantis
Original ID: 2032
Reported By: Jordi Mallach

SEVERITY: MAJOR
Submitted: 2011-01-25 20:26:20

OS: X86-LINUX-DEBIAN 6.0

VERSION: 2.26.3
## DESCRIPTION

dotty crashes with this dot file.
## ADDITIONAL INFORMATION

[erg]
It's not so much a crash as that dot exits prematurely because
the input file is not utf-8. Setting charset=latin1 fixes this.
However, dotty doesn't handle non-ascii characters, so this is more
of a modification request than a bug.

[north]
<CD>
stayman<355> dot dotty*dot
Error: Invalid 3-byte UTF8 found in input. Perhaps ""-Gcharset=latin1"" is needed?
stayman<356> 
</CD>

dotty is a very old program, and wasn't ever updated to use non-ASCII character sets.
So it won't work with your file. It probably won't ever be updated (though anyone is
welcome to try). We should probably remove it from the package. There are 
probably we should remove it from the graphviz disrtibution. You might do better
with a more modern front end -- the choice depends on your operating system.
See the Resources section of www.graphviz.org 
Some recommendations are Pixelglow UI for the Mac, Canviz, ZGRViewer.",NULL,NULL,"closed",NULL,"2016-07-04 00:02:53-04","2021-04-02 00:01:28.633-04","[]","[]","[]","[]"
583,"https://gitlab.com/graphviz/graphviz/-/issues/583","[Dot] Simple hierarchical graph crashes dot","Ported Issue from Mantis
Original ID: 2026
Reported By: Matthijs Douze

SEVERITY: CRITICAL
Submitted: 2011-01-17 13:57:41

OS: *-LINUX-DEBIAN 5.0

VERSION: 2.27.20110107.0545
## DESCRIPTION

<br>

We are producing hierarchical graphs, but
dot seems to crash rendering them for a large range of parameters.
The dot command is
<br>

dot -Teps -oprimes.eps primes.dot
<br>

gdb tells that the crash is triggered in triangulate()
which is passed an invalid polygon.
<br>

I could not find a workaround, tuning parameters (letter sizes...)
sometimes makes the bug disappear.
## ADDITIONAL INFORMATION

[erg]
If you comment out the last edge, the problem goes away. However, the
resulting output shows that the second edge, from keysOut to stamps,
is broken. Only by removing all port names and compass points do you
get a good edge. It almost appears that some node translation is not
being done.

I have attached a smaller <A HREF=""b2111a.gv"">example</A> with
<A HREF=""b2111.png"">output</A>. The cluster is necessary to cause the
problem.",NULL,NULL,"closed",NULL,"2016-07-04 00:03:10-04","2020-10-29 00:07:03.442-04","[]","[]","[]","[]"
584,"https://gitlab.com/graphviz/graphviz/-/issues/584","[Build/Install] Windows istallation failure","Ported Issue from Mantis
Original ID: 2020
Reported By: Philip Moore

SEVERITY: CRITICAL
Submitted: 2011-01-11 18:14:52

OS: X86-*-XP SP3

VERSION: GRAPHVIZ-2.26.3.MSI
## DESCRIPTION

The Windows installation repeatedly fails due to the process being interrupted.  This occurs using both the installation file and when installation is tried on the command line.
",NULL,NULL,"closed",NULL,"2016-07-04 00:03:26-04","2020-09-08 00:08:01.061-04","[]","[]","[]","[]"
585,"https://gitlab.com/graphviz/graphviz/-/issues/585","[Dot] dot.exe not responding for some relationship","Ported Issue from Mantis
Original ID: 2016
Reported By: Ganesh

SEVERITY: CRITICAL
Submitted: 2011-01-04 12:23:01

OS: OTHER-WINDOWS-WINDOWS 7

VERSION: 2.26.3
## DESCRIPTION

I have attached my dot file with this pls check this and let me know what is the problem in that. In dot file creation is there any limitation of relationships? Please guide me on this. When the command line excute for this dot file nothing happens its hangup. Please help me on this. Advance thanks to you.
## ADDITIONAL INFORMATION

Please check this dot file in command line execution and plese tell me what is the problem in this dot file, please suggest that.

[erg]
The input character set is Latin-1, not the default UTF-8. Run dot with the -Gcharset=latin1 flag, or convert the input to UTF-8.
I don't know why you didn't see any error message.

[ganesh]
Thanks for the reply sir. Actually what i got is just the dot.exe is executing the dot file without stoping it's hang up for me. Can you run the attached dot file and see why its happening like this please. Please tell me the way to correct this please.

[erg]
If you run dot.exe with the -Gcharset=latin1 flag, does it still hang?

[ganesh]
Yes still its hang :( . Please give some solution for me.

[erg]
Sorry for the delay. I checked this on a Windows XP machine, but I wanted to also check on a Windows 7 machine.

In both cases, if you run dot on your graph, an error message is printed in the console window, and it exits with no output.
If  you add the -Gcharset=latin1 flag, dot runs and exits with no error and produces the expected output. So, we are
unable to replicate your problem and have no idea what is happening.

Does dot work on other graphs? What happens if you run dot with the -v flag? What does you get when you run dot -V?
What is the exact command line  you use, and from what shell?

Please cc Arif arif@research.att.com in your follow-ups, as he is our Windows guru.

[ganesh]
Thanks for your valuable reply sir. Actually im using this dot file in c#.net application. Following code im using for running this dot file sir.
<CD>
            String command = @""C:\Program Files\Graphviz2.26.3\bin\dot.exe"";
            String mapFilePath = ""my_test.map"";
            String gifFilePath = ""my_test.gif"";
            String dotFilePath = ""my_test.dot"";
            String args = "" -Tcmap -o"" + mapFilePath + "" -Tgif -o"" + gifFilePath + "" "" + dotFilePath;
            ProcessStartInfo startInfo = new ProcessStartInfo(command, args);
            Process myprocess = new Process();
            myprocess.StartInfo = startInfo;
            myprocess.Start();
            myprocess.WaitForExit();
            myprocess.Close();
</CD>

So my command line is "" -Tcmap -omy_test.map -Tgif -omy_test.gif my_test.dot"" . Im not well know about the dot file and command line for that, So please help me on this sir what is the syntax for ""-Gcharset=latin1"" setting this flag sir.

For me other dot files are working fine without any issue. Im also dont know the syntax of -V flag sir :( . Please help me to comeout from this issue sir.

[erg]

I am unfamiliar with the use of c#.net, but it would be helpful to get it out of the way.

Try using gvEdit on your file. Or, better, start a DOS shell and run the dot command from there,
using all of your flags.

  C:\Program Files\Graphviz2.26.3\bin\dot.exe -Tcmap -omy_test.map -Tgif -omy_test.gif my_test.dot

and see if that hangs. If it does, then something is wrong in dot. If not, then the hanging is related
to the c#.net usage.

Command-line flags are just parameters starting with -. For example, -Tcmap and -omy_test.gif are
flags. Thus, to use ""-Gcharset=latin1"", just add it somewhere in the command line:

  C:\Program Files\Graphviz2.26.3\bin\dot.exe -Gcharset=latin1 -Tcmap -omy_test.map -Tgif -omy_test.gif my_test.dot

or, since the -G flag just sets a graph attribute, you can add the line

  charset=latin1

to your input graph.

Similarly, to use the -v flag, just run

  C:\Program Files\Graphviz2.26.3\bin\dot.exe -v -Gcharset=latin1 -Tcmap -omy_test.map -Tgif -omy_test.gif my_test.dot

You can use the -V flag the same way, but that appears unnecessary, as it is pretty clear your are indeed running
the 2.26 version.

You didn't include any of this information about c# or the extra flags in your bug report, so we didn't use them in
our tests. We'll try to replicate the problem using the added flags. Perhaps they induce the problem. 

[ganesh]
I was tested using DOS command itself. Same issue exists there also. Actually, an error is in dot file only that's for sure. However, I'm not exactly found which line of the dot file is causing this issue. I run the dot file using ""-Gcharset=latin1"" and ""-V"" flag. I got some message in the command window. I attached that <A HREF=""b2101.png"">screenshot </A> with this mail, please look into that and let me know I did any wrong.  Still its hangs it seems :( . I attached the <A HREF=""b2101a.gv"">dot file</A> too, please have a look on this and let me know if any mistake I did. Thanks a lot sir.

[erg]
Okay, I can replicate the problem on Windows7/32-bit with the second file supplied, but not with
the first. The graph can be reduced to <A HREF=""b2101b.gv"">this</A>.",NULL,NULL,"closed",NULL,"2016-07-04 00:03:41-04","2020-07-20 00:05:07.677-04","[]","[]","[]","[]"
586,"https://gitlab.com/graphviz/graphviz/-/issues/586","[Build/Install] failure of windows installer (2.26-3)","Ported Issue from Mantis
Original ID: 2015
Reported By: Sebastien Kramm

SEVERITY: MAJOR
Submitted: 2011-01-04 10:01:50

OS: X86-WINDOWS-XP-SP3

VERSION: 2.26-3
## DESCRIPTION

<br>

When running the installer on a rather old machine, the progress bar
stops near the end, and suddenly goes back to 0, with the
following message: ""The installer was interrupted before Graphviz
could be installed. You need to restart the installer again""
Although I didn't interrupt anything... I tried 3 times, each time same
behaviour.
<br>

I agree it's more a msi-related bug, but could it be possible to get only
a binary release, without the installer (aka .exe). I can install it
myself, and add needed OS integration.
<br>

Thanks
## ADDITIONAL INFORMATION

[erg] We used to supply just a zipped file of the tree.",NULL,NULL,"closed",NULL,"2016-07-04 00:03:57-04","2020-07-20 00:05:41.873-04","[]","[]","[]","[]"
587,"https://gitlab.com/graphviz/graphviz/-/issues/587","[Sfdp] sfdp rendering bug on ubuntu release graphviz_2.26.3-1_amd64.deb","Ported Issue from Mantis
Original ID: 2014
Reported By: Jeffrey Winter

SEVERITY: MINOR
Submitted: 2011-01-03 20:43:14

OS: X86-LINUX-

VERSION: 2.26
## DESCRIPTION

Sfdp for ubuntu release bunches nodes in a very tight area, such that it resembles a bunch of grapes.  Graphs that work fine using other layouts, and which work fine using sfdp for Windows, do not render properly using sfdp for ubuntu.  Tried in graph and digraph.  Tried using permutations involving -Gsize -Gration -Gpage rankdir nodesep ranksep.  Tried specifying layout as command, as -K argument, and within graph.  Nothing helped.
## ADDITIONAL INFORMATION

[erg] Requested sample output.",NULL,NULL,"closed",NULL,"2016-07-04 00:04:12-04","2020-09-08 00:09:08.201-04","[]","[]","[]","[]"
588,"https://gitlab.com/graphviz/graphviz/-/issues/588","[Dot] font failure in Windows 7 and Vista","Ported Issue from Mantis
Original ID: 2013
Reported By: michael sorens

SEVERITY: MAJOR
Submitted: 2011-01-02 22:23:10

OS: X86-WINDOWS-7 OR VISTA

VERSION: 2.26.3
## DESCRIPTION

<br>

I initially loaded graphviz on WinXP and have been running this command without a problem:
dot -Tps -Gsize=17.0,11.0 -o ant_website.ps ant_website.dot
<br>

When I tried the same thing on Vista, then later upgraded my OS to Win7,
 it always fails with this error:
<br>

(dot.exe:10080): Pango-WARNING **: couldn't load font ""Times Bold Not-Rotated 12"", falling back to ""Sans Bold Not-Rotated 12"", expect ugly output.
<br>

That makes my output file wrong so I have marked this as a ""major"" issue in severity.
<br>

Things I have tried:
<CD>
(1) Found bug 1634 that sounds like the same issue, but it did not resolve it.
(2) Found bug 1246 that also sounds the same and suggests that going back to 2.12 should get rid of the error.
Where could I get the earlier version?
(3) In April 2010 I corresponded with Arif who suggested this:
""Graphviz uses fontconfig library to look up font files and fontconfig has a config file ""fonts.conf"" that needs
to be modified to point windows font directory, if you locate that file and add your fonts directory in it, i am sure you would get rid of the warnings.""
I tried that but no luck. Attempting to get further info from Arif was also unsuccessful.
</CD>
## STEPS TO REPRODUCE

This error occurs for _any_ dot file.
",NULL,NULL,"closed",NULL,"2016-07-04 00:04:29-04","2020-06-08 00:06:22.493-04","[]","[]","[]","[]"
589,"https://gitlab.com/graphviz/graphviz/-/issues/589","[Output Generation] Missing image","Ported Issue from Mantis
Original ID: 2012
Reported By: Yifan Hu

SEVERITY: MINOR
Submitted: 2011-01-02 02:11:47

OS: _-_

VERSION: 2.27
## DESCRIPTION

<br>

Using the attached 2 node graph with a <A HREF=""b2097.png"">picture</A> 
to be included in the html label,
<br>

<CD>
neato -v -Gsize=40,40! -Tpng:cairo -n2 junk1.gv > /tmp/1.png
</CD>
<br>

does not show the picture at all.
<br>

<CD>
neato -v -Gsize=40,40! -Tpng:gd -n2 junk1.gv > /tmp/1.png
</CD>
<br>

<br>

shows the picture, but is not useful as the font is bad, among other things.
<br>

Are you able to repeat this? Fixable? 
## ADDITIONAL INFORMATION

[erg]

If the coordinates are changed to make the drawing a tad smaller, the image re-appears. I'm
guessing that cairo or our plugin must assume the scaled down image is too small and optimizes
it out. 

[yifan]
I found a temp fix: just scale the image file to a small size (say 60x60 instead of 400x400). Seem that the compression down to small size is one reason why cairo failed.",NULL,NULL,"closed",NULL,"2016-07-04 00:04:44-04","2021-05-31 00:06:13.355-04","[]","[]","[]","[]"
590,"https://gitlab.com/graphviz/graphviz/-/issues/590","[Dot] Memory corruption in mincross","Ported Issue from Mantis
Original ID: 2007
Reported By: Tomasz Krakowiak

SEVERITY: MAJOR
Submitted: 2010-12-22 23:15:44

OS: _-_

VERSION: 2.7
## DESCRIPTION

<br>

valgrind reports illegal reads and writes (and odd-integer
pointer values) with the input file.
## ADDITIONAL INFORMATION

[erg] When fixed, make sure b2088a.gv and b2088b.gv are also clean.",NULL,NULL,"closed",NULL,"2016-07-04 00:05:00-04","2021-05-30 00:09:58.031-04","[]","[]","[]","[]"
591,"https://gitlab.com/graphviz/graphviz/-/issues/591","[Dot] Changing DPI does not work well with some shapes (octagon, component...)","Ported Issue from Mantis
Original ID: 2006
Reported By: Arrnaud Roques

SEVERITY: MINOR
Submitted: 2010-12-17 09:56:34

OS: _-_-

VERSION: 2.26.3
## DESCRIPTION

<br>

When changing the DPI, complex shape as octagon, component are not drawn correctly.
<br>

Some part of the shape are not drawn with the correct DPI, and some are.
## STEPS TO REPRODUCE

digraph unix {
dpi=300;
cl1 [style=""rounded,filled"",shape=octagon];
}",NULL,NULL,"closed",NULL,"2016-07-04 00:05:16-04","2023-02-25 00:09:38.587-05","[]","[]","[]","[]"
592,"https://gitlab.com/graphviz/graphviz/-/issues/592","[Fdp] fdp assertion failed, cluster rendered as node","Ported Issue from Mantis
Original ID: 2005
Reported By: mark

SEVERITY: MAJOR
Submitted: 2010-12-14 08:04:36

OS: _-_-

VERSION: HAVE NO ACCESS
## DESCRIPTION

<br>

<CD>
1. cluster_vm is rendered as node (in ellipse) but should not!
2. if I replace ""item3 -- cluster_vhost -- cluster_vm"" with  ""cluster_vhost -- cluster_vm"" in source,
I receive ""Warning: head cluster cluster_vm inside tail cluster cluster_vhostdot: layout.c:688: getEdgeList: Assertion `i == deg' failed.""
</CD>
## STEPS TO REPRODUCE

graph
{
    layout=fdp

```
subgraph cluster_vhost
{
    subgraph  cluster_vm
    {
        item1
    }
    item2
}

item3 -- cluster_vhost -- cluster_vm
```

}",NULL,NULL,"opened",NULL,"2016-07-04 00:05:32-04",NULL,"[]","[]","[]","[]"
